NMARK=1
MARKER_TAG=inlet
NROW=128
NCOL=6
# COORD-X    COORD-Y    TEMPERATURE    VELOCITY    NORMAL-X    NORMAL-Y
0.00000000000000E+00    2.55039370078740E-01    3.00000000000000E+02    2.82125364250729E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.51811023622047E-01    3.00000000000000E+02    2.84357368714738E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.48582677165354E-01    3.00000000000000E+02    2.86440572881146E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.45354330708661E-01    3.00000000000000E+02    2.88374976749954E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.42125984251968E-01    3.00000000000000E+02    2.90160580321161E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.38897637795275E-01    3.00000000000000E+02    2.91797383594768E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.35669291338582E-01    3.00000000000000E+02    2.93285386570773E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.32440944881889E-01    3.00000000000000E+02    2.94624589249179E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.29212598425196E-01    3.00000000000000E+02    2.95814991629984E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.25984251968503E-01    3.00000000000000E+02    2.96856593713188E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.22755905511811E-01    3.00000000000000E+02    2.97749395498791E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.19527559055118E-01    3.00000000000000E+02    2.98493396986794E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.16299212598425E-01    3.00000000000000E+02    2.99088598177196E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.13070866141732E-01    3.00000000000000E+02    2.99534999069998E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.09842519685039E-01    3.00000000000000E+02    2.99832599665199E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.06614173228346E-01    3.00000000000000E+02    2.99981399962800E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.03385826771653E-01    3.00000000000000E+02    2.99981399962800E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.00157480314960E-01    3.00000000000000E+02    2.99832599665199E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.96929133858267E-01    3.00000000000000E+02    2.99534999069998E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.93700787401574E-01    3.00000000000000E+02    2.99088598177196E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.90472440944881E-01    3.00000000000000E+02    2.98493396986794E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.87244094488189E-01    3.00000000000000E+02    2.97749395498791E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.84015748031496E-01    3.00000000000000E+02    2.96856593713187E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.80787401574803E-01    3.00000000000000E+02    2.95814991629983E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.77559055118110E-01    3.00000000000000E+02    2.94624589249178E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.74330708661417E-01    3.00000000000000E+02    2.93285386570773E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.71102362204724E-01    3.00000000000000E+02    2.91797383594767E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.67874015748031E-01    3.00000000000000E+02    2.90160580321160E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.64645669291338E-01    3.00000000000000E+02    2.88374976749953E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.61417322834645E-01    3.00000000000000E+02    2.86440572881145E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.58188976377952E-01    3.00000000000000E+02    2.84357368714737E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.54960629921259E-01    3.00000000000000E+02    2.82125364250728E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.51732283464566E-01    3.00000000000000E+02    2.79744559489118E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.48503937007874E-01    3.00000000000000E+02    2.77214954429909E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.45275590551181E-01    3.00000000000000E+02    2.74536549073098E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.42047244094488E-01    3.00000000000000E+02    2.71709343418687E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.38818897637795E-01    3.00000000000000E+02    2.68733337466675E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.35590551181102E-01    3.00000000000000E+02    2.65608531217062E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.32362204724409E-01    3.00000000000000E+02    2.62334924669849E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.29133858267716E-01    3.00000000000000E+02    2.58912517825035E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.25905511811023E-01    3.00000000000000E+02    2.55341310682621E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.22677165354330E-01    3.00000000000000E+02    2.51621303242606E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.19448818897637E-01    3.00000000000000E+02    2.47752495504990E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.16220472440944E-01    3.00000000000000E+02    2.43734887469774E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.12992125984251E-01    3.00000000000000E+02    2.39568479136957E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.09763779527559E-01    3.00000000000000E+02    2.35253270506541E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.06535433070866E-01    3.00000000000000E+02    2.30789261578523E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.03307086614173E-01    3.00000000000000E+02    2.26176452352904E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.00078740157480E-01    3.00000000000000E+02    2.21414842829685E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    9.68503937007874E-02    3.00000000000000E+02    2.16504433008866E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    9.36220472440944E-02    3.00000000000000E+02    2.11445222890446E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    9.03937007874015E-02    3.00000000000000E+02    2.06237212474425E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    8.71653543307087E-02    3.00000000000000E+02    2.00880401760804E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    8.39370078740156E-02    3.00000000000000E+02    1.95374790749581E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    8.07086614173228E-02    3.00000000000000E+02    1.89720379440759E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    7.74803149606299E-02    3.00000000000000E+02    1.83917167834336E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    7.42519685039369E-02    3.00000000000000E+02    1.77965155930312E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    7.10236220472440E-02    3.00000000000000E+02    1.71864343728687E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    6.77952755905511E-02    3.00000000000000E+02    1.65614731229462E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    6.45669291338582E-02    3.00000000000000E+02    1.59216318432637E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    6.13385826771653E-02    3.00000000000000E+02    1.52669105338211E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    5.81102362204724E-02    3.00000000000000E+02    1.45973091946184E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    5.48818897637795E-02    3.00000000000000E+02    1.39128278256556E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    5.16535433070866E-02    3.00000000000000E+02    1.32134664269329E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    4.84251968503937E-02    3.00000000000000E+02    1.24992249984500E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    4.51968503937007E-02    3.00000000000000E+02    1.17701035402071E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    4.19685039370078E-02    3.00000000000000E+02    1.10261020522041E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    3.87401574803149E-02    3.00000000000000E+02    1.02672205344411E+00    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    3.55118110236220E-02    3.00000000000000E+02    9.49345898691796E-01    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    3.22834645669292E-02    3.00000000000000E+02    8.70481740963484E-01    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.90551181102362E-02    3.00000000000000E+02    7.90129580259160E-01    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.58267716535433E-02    3.00000000000000E+02    7.08289416578833E-01    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    2.25984251968504E-02    3.00000000000000E+02    6.24961249922500E-01    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.93700787401574E-02    3.00000000000000E+02    5.40145080290159E-01    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.61417322834646E-02    3.00000000000000E+02    4.53840907681816E-01    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    1.29133858267717E-02    3.00000000000000E+02    3.66048732097465E-01    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    9.68503937007874E-03    3.00000000000000E+02    2.76768553537107E-01    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    6.45669291338585E-03    3.00000000000000E+02    1.86000372000745E-01    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    3.22834645669295E-03    3.00000000000000E+02    9.37441874883760E-02    1.00000000000000E+00    0.00000000000000E+00
0.00000000000000E+00    0.00000000000000E+00    3.00000000000000E+02    0.00000000000000E+00    1.00000000000000E+00    0.00000000000000E+00
